0,0.011545
1,0.20752
2,0.86184
3,2.2389
4,4.5826
5,8.1028
6,12.968
7,19.313
8,27.261
9,36.96
10,48.534
11,62.215
12,78.452
13,98.027
14,122.08
15,151.95
16,188.81
17,233.14
18,284.36
19,340.51
20,398.35
21,453.81
22,502.6
23,540.91
24,566.04
25,576.86
26,574.15
27,560.74
28,541.49
29,523.04
30,513.07
31,519.2
32,547.6
33,601.45
34,679.96
35,778.11
36,887.33
37,997.08
38,1096.9
39,1178.2
40,1235.7
41,1268.1
42,1277.3
43,1268.1
44,1246.8
45,1220.7
46,1197
47,1182.7
48,1183.4
49,1202.9
50,1242
51,1298.3
52,1365.3
53,1433.8
54,1492.8
55,1531.9
56,1542.8
57,1521.8
58,1469.5
59,1391.4
60,1296.3
61,1194.6
62,1096.3
63,1009.8
64,940.7
65,892.03
66,864.65
67,858.05
68,870.92
69,901.34
70,946.46
71,1002.1
72,1062.4
73,1120.4
74,1169.5
75,1204.4
76,1223.6
77,1229.3
78,1227.5
79,1225.1
80,1228.5
81,1240.5
82,1260.4
83,1284.5
84,1308.2
85,1328.5
86,1345.3
87,1360.7
88,1377.5
89,1396.3
90,1414.3
91,1425.4
92,1422.3
93,1399.9
94,1357.1
95,1298
96,1229.7
97,1159.9
98,1093.7
99,1033.1
100,977.37
101,925.4
102,877.19
103,834.2
104,797.83
105,767.69
106,740.16
107,710.14
108,673.22
109,629.13
110,582.13
111,539.06
112,505.22
113,480.67
114,460.5
115,437.49
116,408.21
117,374.27
118,342.23
119,316.09
120,295.43
121,274.86
122,253.88
123,237.39
124,231.31
125,219.94
126,184.73
127,168.84
128,149.19
129,141.38
130,126.21
131,116.91
132,95.793
133,137.1
134,124.08
