0,0.011407
1,0.20695
2,0.87397
3,2.3204
4,4.8666
5,8.8277
6,14.501
7,22.173
8,32.165
9,44.897
10,60.969
11,81.046
12,105.74
13,135.47
14,170.45
15,210.71
16,256.08
17,306.11
18,359.79
19,415.33
20,469.99
21,520.24
22,562.09
23,591.79
24,606.49
25,605.14
26,589.19
27,562.97
28,533.59
29,510.1
30,501.98
31,517.25
32,560.54
33,631.83
34,726.26
35,835.34
36,949.03
37,1058.2
38,1156.5
39,1241.1
40,1311.9
41,1370.8
42,1419.9
43,1460.9
44,1495.1
45,1524.8
46,1554.2
47,1589.8
48,1639.6
49,1710.1
50,1803.2
51,1914.1
52,2031.8
53,2141.9
54,2229.8
55,2284.5
56,2300
57,2275.9
58,2217.1
59,2132.2
60,2031.5
61,1925.1
62,1821.4
63,1726.4
64,1644.6
65,1579.1
66,1531.5
67,1500.5
68,1482.4
69,1472.1
70,1466
71,1462.2
72,1459.6
73,1455.5
74,1445.5
75,1425
76,1393.7
77,1356.4
78,1322
79,1299
80,1291.8
81,1300.3
82,1320.7
83,1347.4
84,1373.8
85,1393.3
86,1402.1
87,1400.9
88,1395.5
89,1392.7
90,1394.9
91,1397.5
92,1391.8
93,1370.7
94,1332.7
95,1281.6
96,1222.8
97,1161
98,1100
99,1043.9
100,994.91
101,950.98
102,905.99
103,854.46
104,797.03
105,740.96
106,693.81
107,656.72
108,623.56
109,588.19
110,549.53
111,511.11
112,474.28
113,436.41
114,395.98
115,357.72
116,329.42
117,311.53
118,295.88
119,274.19
120,249.5
121,227.22
122,205.95
123,181.32
124,166.63
125,161.82
126,139.35
127,127.37
128,124.37
129,112.41
130,98.602
131,81.902
132,69.077
133,95.759
134,81.079
