lon	lat
-37.1308182866485	74.9988020524406
-34.566449236188	76.0648623497856
-31.328125878823	77.0551839584789
-27.3221466010309	77.9473491377926
-22.4802034033878	78.7147242983566
-16.7941734136656	79.3275370604391
-10.3580594368583	79.7558090754864
-3.39668924803736	79.9743676875855
3.74880516355882	79.9687584163928
10.6914390431019	79.7393671773445
17.0945958799744	79.3013032412387
22.7400479299962	78.6801179101248
27.539751351636	77.9058819137152
31.5057912782224	77.0082635179307
34.7084486047172	76.01370059077
37.2420103283488	74.9443972863606
39.2035356545524	73.8184142283627
40.6822279118316	72.6502353681852
41.7554448306903	71.4514486707266
42.4882094593277	70.2313745144439
42.9342867477478	68.9975867887128
43.137790608606	67.7563229370399
43.1348280364257	66.5127981763064
42.9549768192472	65.2714432839725
42.6225356145078	64.0360837239235
42.1575487565544	62.8100745895133
41.5766326320426	61.5964025315049
40.8936366869733	60.3977630514921
40.120170579692	59.2166193663822
39.2660246663293	58.0552474145107
38.3395061495117	56.9157703680226
37.3477087557691	55.8001851346768
36.2967300298957	54.7103826899938
35.1918472724973	53.6481636126302
34.0376607217426	52.6152498540186
32.8382106840484	51.6132935227945
31.5970738456436	50.6438832802611
30.3174428564468	49.708548807091
29.002192394946	48.8087637006919
27.6539342388643	47.9459470878258
26.2750633355225	47.1214641814048
24.8677964527904	46.3366259689502
23.4342046694063	45.5926881893487
21.9762407117198	44.8908497315818
20.4957619468844	44.2322505719906
18.9945496882272	43.6179693538369
17.4743253477455	43.0490207032308
15.9367638763482	42.5263523679955
14.3835048590685	42.0508422599901
12.816161575716	41.6232954762498
11.2363282939271	41.2444413695603
9.64558602858627	40.9149307344116
8.04550697695878	40.6353331694056
6.43765782080408	40.4061346719289
4.82360207378588	40.2277355151106
3.20490164344993	40.1004484507168
1.58311777093102	40.0244972746535
-0.0401884924165518	40.0000157842203
-1.66345611471238	40.02704714824
-3.28512406418819	40.1055437028049
-4.90363128599734	40.2353671767698
-6.51741652040666	40.4162893424332
-8.12491780694353	40.6479930782427
-9.7245715176535	40.9300738219926
-11.3148107601173	41.2620413849893
-12.8940629868204	41.6433220901498
-14.4607466412313	42.0732611900548
-16.0132666617341	42.5511255146349
-17.5500086513802	43.0761062924073
-19.0693315030697	43.6473220839396
-20.5695582447666	44.2638217613603
-22.0489648359046	44.9245874630692
-23.5057666020415	45.6285374480479
-24.9381019373242	46.3745287689708
-26.3440128300103	47.1613596772191
-27.7214216707891	47.987771665302
-29.0681036813928	48.8524510423753
-30.3816541448054	49.7540299255581
-31.6594494189557	50.6910865123892
-32.8986004609667	51.662144476465
-34.0958972629595	52.6656712969967
-35.2477421822395	53.7000752909767
-36.3500696111581	54.7637010601588
-37.3982487393633	55.854822989111
-38.3869652671533	56.9716363283261
-39.3100767735775	58.1122452582772
-40.1604349514591	59.2746471432267
-40.9296660016088	60.4567119292169
-41.607898024232	61.6561552934946
-42.1834211494785	62.8705036772124
-42.6422623358496	64.0970486808564
-42.967652270154	65.3327874064884
-43.1393569442806	66.5743441063083
-43.1328422254219	67.8178668378488
-42.9182384230845	69.0588906218544
-42.4590786793172	70.2921557816076
-41.7108108087022	71.5113668140959
-40.6191485766241	72.7088738817958
-39.1184760403899	73.8752575536671
-37.1308182866485	74.9988020524406
