128,-81.6,-3.0835
128,-81.8,0.90038
128,-82.2,-0.40722
129,-81.8,-5.2837
129,-82,3.5872
129,-82.4,12.925
129,-82.6,7.2795
129,-84.6,-5.8357
130,-79,4.9882
130,-79.2,3.474
130,-80.4,0.44641
130,-80.6,12.481
130,-81.6,1.5267
130,-85.2,9.5124
130,-85.4,7.4879
130,-85.6,7.1532
130,-85.8,1.5065
130,-86,1.4758
131,-78.4,15.342
131,-80.4,11.491
131,-81,1.1212
131,-81.2,1.6144
131,-81.4,7.9097
131,-81.6,4.0635
131,-81.8,6.5197
131,-82.6,5.3097
131,-85.2,6.9754
131,-85.8,6.1256
131,-86,1.3682
131,-86.2,5.2008
132,-77.8,4.6747
132,-78.4,4.5943
132,-79,5.7764
132,-80.6,5.8387
132,-81,11.669
132,-81.4,6.9134
132,-81.8,10.898
132,-82.4,-1.2469
132,-83.4,3.1996
132,-83.6,3.0465
132,-85.2,-6.8203
132,-85.6,-0.012442
132,-85.8,1.9465
132,-86,1.6535
132,-86.2,0.42206
132,-86.4,10.741
133,-76.4,5.3316
133,-76.6,18.113
133,-77,11.345
133,-77.2,2.595
133,-77.4,10.74
133,-77.6,9.8856
133,-78.4,8.6066
133,-78.8,11.751
133,-79,9.8641
133,-79.2,-4.6892
133,-79.8,12.265
133,-81.6,5.4924
133,-85.6,3.5474
133,-85.8,6.4718
134,-75.2,15.674
134,-75.4,7.8422
134,-75.6,20.056
134,-76,14.841
134,-76.4,6.5411
134,-78.2,-4.775
134,-79.4,4.2694
134,-81.4,5.9426
134,-82.4,0.81813
134,-83.6,8.295
134,-85.4,5.784
134,-85.8,-0.001699
134,-87,-1.4039
135,-74.4,-2.9281
135,-75,12.635
135,-75.8,9.9183
135,-76.2,13.149
135,-77,-3.0827
135,-77.4,12.289
135,-77.8,6.566
135,-78,0.96158
135,-78.8,5.6486
135,-80.6,6.0407
135,-81.8,10.036
135,-82.4,5.2551
135,-83,-5.1731
135,-84.6,6.1545
135,-85.6,4.1306
135,-86,16.678
135,-86.6,11.202
136,-73.6,8.0158
136,-73.8,13.49
136,-74,17.724
136,-74.2,16.757
136,-74.6,11.052
136,-75,9.5781
136,-77.6,9.7956
136,-78,9.513
136,-81.6,1.325
136,-82,13.015
136,-82.6,5.2034
136,-86.4,1.9085
136,-87.4,15.276
137,-72.8,26.885
137,-73.4,27.829
137,-73.6,12.562
137,-73.8,14.2
137,-74.6,22.349
137,-74.8,13.084
137,-75,20.763
137,-76.8,13.4
137,-77.6,10.445
137,-79,6.8487
137,-79.2,11.458
137,-79.6,4.0155
137,-81,3.5775
137,-85.8,-1.3355
137,-86,-0.87367
137,-86.2,9.9077
137,-86.6,-0.4364
138,-73.2,24.778
138,-73.4,26.064
138,-73.6,31.613
138,-73.8,29.943
138,-74,20.019
138,-74.6,19.925
138,-74.8,18.376
138,-75,22.4
138,-75.8,3.2754
138,-76,9.6121
138,-76.2,18.826
138,-76.4,4.427
138,-77,16.581
138,-77.6,5.1115
138,-78,-2.7509
138,-78.4,6.3521
138,-79.2,6.4872
138,-79.4,-6.4682
138,-82,4.1214
138,-85.8,-4.0227
138,-86,6.4813
138,-86.4,-1.5022
138,-86.6,4.3255
138,-87,7.4999
138,-87.4,9.4336
139,-71.4,33.184
139,-71.6,37.974
