3393.5	170.6	0	-88.524	-215.06	187.3
3393.5	170.8	0	-38.458	-156.02	-6.62
3393.5	171	0	113	-18.148	47.483
3393.5	171.2	0	29.391	-195.01	124.42
3393.5	171.4	0	146.49	44.259	-58.731
3393.5	171.6	0	158.91	103.02	74.53
3393.5	171.8	0	30.125	-48.038	-14.399
3393.5	172	0	-32.983	155	-57.794
3393.5	172.2	0	-106.92	63.588	96.7
3393.5	172.4	0	-150.97	12.069	-34.581
3393.5	172.6	0	-19.953	98.966	116.59
3393.5	172.8	0	-69.79	67.659	86.254
3393.5	173	0	19.064	23.421	97.289
3393.5	173.2	0	-70.585	-15.452	108.28
3393.5	173.4	0	22.701	-31.212	22.173
3393.5	173.6	0	48.072	-182.23	64.481
3393.5	173.8	0	-66.964	-6.1758	167.17
3393.5	174	0	48.027	-37.378	33.664
3393.5	174.2	0	144.7	17.213	-2.5642
3393.5	174.4	0	-56.734	-14.503	-96.44
3393.5	174.6	0	164	16.701	31.988
3393.5	174.8	0	-99.18	24.891	52.518
3393.5	175	0	-12.925	128.39	30.888
3393.5	175.2	0	149.96	25.873	57.305
3393.5	175.4	0	54.972	-72.719	48.881
3393.5	175.6	0	-133.63	70.54	153.82
3393.5	175.8	0	21.632	35.928	55.187
3393.5	176	0	312.3	-78.393	128.66
3393.5	176.2	0	-129.2	-12.37	147.85
3393.5	176.4	0	212.33	132.9	-81.753
3393.5	176.6	0	35.06	-80.923	-26.256
3393.5	176.8	0	146.69	200.09	-101.7
3393.5	177	0	90.47	59.277	-77.43
3393.5	177.2	0	76.722	-32.537	18.106
3393.5	177.4	0	-177.05	215.52	-165.1
3393.5	177.6	0	85.938	275.31	-248.43
3393.5	177.8	0	-115.74	170.2	-151.61
3393.5	178	0	-238.39	51.91	-96.804
3393.5	178.2	0	162.27	218.1	-112.54
3393.5	178.4	0	-153.66	268.98	55.046
3393.5	178.6	0	-383.19	81.264	-1.4036
3393.5	178.8	0	-359.05	-8.6983	136.86
3393.5	179	0	-139.87	-109.88	152.53
3393.5	179.2	0	-287.92	-5.9516	344.84
3393.5	179.4	0	-200.25	-279.46	327.14
3393.5	179.6	0	-170.52	-180.15	418.68
3393.5	179.8	0	-103.8	-219.6	621.14
3393.5	170.8	1	142.47	-181.97	75.551
3393.5	171	1	83.445	-167.24	111.12
3393.5	171.2	1	-217.49	-85.612	-80.549
3393.5	171.4	1	36.058	-97.75	144.08
3393.5	171.6	1	128.65	-129.62	85.588
3393.5	171.8	1	-22.727	234.47	29.161
3393.5	172	1	58.872	217.89	37.164
3393.5	172.2	1	71.834	106.5	96.197
3393.5	172.4	1	244.71	75.82	-30.213
3393.5	172.6	1	-88.864	-86.656	-57.254
3393.5	172.8	1	-129.8	16.455	-51.083
3393.5	173	1	-313.73	49.62	4.8742
3393.5	173.2	1	-10.953	54.539	-85.073
3393.5	173.4	1	-66.558	-225.61	-65.635
3393.5	173.6	1	-219.71	-125.41	-47.778
3393.5	173.8	1	219.86	83.047	133.06
3393.5	174	1	232.62	99.72	55.549
3393.5	174.2	1	153.91	60.757	20.111
3393.5	174.4	1	221.19	-80.363	63.659
3393.5	174.6	1	142.44	-19.592	118.4
3393.5	174.8	1	-71.731	-41.886	48.192
3393.5	175	1	139.94	-130.34	-16.339
3393.5	175.2	1	-17.567	0.25182	95.89
3393.5	175.4	1	-26.1	-55.517	-31.164
3393.5	175.6	1	197.29	19.42	9.5647
3393.5	175.8	1	173.79	98.784	123.11
3393.5	176	1	98.076	94.016	9.0617
3393.5	176.2	1	-115.1	6.2899	171.64
3393.5	176.4	1	171.12	34.065	59.255
3393.5	176.6	1	40.309	26.52	-69.525
3393.5	176.8	1	57.566	185.28	-81.897
3393.5	177	1	70.358	310.05	-94.629
3393.5	177.2	1	61.856	145.97	-84.579
3393.5	177.4	1	-84.867	108.97	-126.61
3393.5	177.6	1	-79.554	280.09	-119.8
3393.5	177.8	1	39.861	33.304	-110.58
3393.5	178	1	-316.55	90.014	-85.432
3393.5	178.2	1	-107.74	199.61	-105.44
3393.5	178.4	1	-401.7	84.36	34.507
3393.5	178.6	1	-155.78	8.834	-31.125
3393.5	178.8	1	-184.28	5.1582	35.197
3393.5	179	1	-308.81	-72.395	116.83
3393.5	179.2	1	-454.53	-256.43	265.92
3393.5	179.4	1	-20.631	-6.8287	307.07
3393.5	179.6	1	-219.91	-245.08	284.65
3393.5	179.8	1	-106.57	-417.08	507.97
3393.5	170.8	2	28.574	-143.35	4.6206
3393.5	171	2	193.61	-167.3	-3.3718
3393.5	171.2	2	175.46	-41.461	-75.694
3393.5	171.4	2	234.05	-112.47	32.746
