6699.9	1	0	50045	-1630.3	-1241.8
6707.3	2	0	47287	892.47	-1620.7
6702.5	3	0	56028	2607.1	-413.05
6699	4	0	40922	2067	-402.29
6684.9	5	0	46401	-3513.9	-680.68
6691.3	6	0	54294	1226.7	-753.3
6682.9	7	0	50908	1557.4	-944.53
6689.4	8	0	44854	2118.8	-1439.8
6673.9	9	0	44311	3759.9	-1021.9
6677.1	10	0	54840	2444.3	-974.02
6682.1	11	0	48491	5381.6	128.23
6678.2	12	0	42720	5187.1	-1337.3
6682.3	13	0	55831	8676.5	-1485.2
6720.4	14	0	43661	7458.7	-160.52
6712.7	15	0	46927	7233.4	186.46
6683.1	16	0	41545	7968.5	-1142.5
6705.6	17	0	44863	8193.1	-215.52
6716.3	18	0	54230	6928.7	-1941.7
6706.9	19	0	49563	7132.6	-440.64
6685	20	0	49660	9997.1	-1604.6
6717.1	21	0	42260	11596	-1098.1
6701.2	22	0	41295	9393.6	-1649.6
6675.4	23	0	53152	13053	-2336.5
6695.9	24	0	33798	15717	-1427.3
6719.3	25	0	49928	16139	-640.96
6715.2	26	0	58163	17500	-2029
6719.8	27	0	50539	17872	-2562.6
6692.3	28	0	45001	16393	-2311.7
6713.8	29	0	44742	16129	-1198.7
6693.7	30	0	47570	11012	-1291.4
6672.1	31	0	42658	17662	-2391.8
6687.5	32	0	41505	12872	-133.29
6681.5	33	0	43132	18232	-1458.7
6714.1	34	0	30877	17401	-1495.7
6693.1	35	0	28732	16803	-2368.1
6698.9	36	0	35510	15668	-1718.1
6696.7	37	0	29867	20920	-2203.4
6704.5	38	0	30258	14501	-2915.9
6683.9	39	0	38316	19733	-1936.7
6699.3	40	0	40064	17757	-2278.8
6705.7	41	0	35079	21526	-1777.8
6701.5	42	0	38141	19337	-1168.9
6717.3	43	0	39118	22038	-1658
6676.4	44	0	30507	21762	-1664
6679.1	45	0	27274	21029	-2133.2
6698.3	46	0	38884	18441	-2331.1
6679.3	47	0	39692	20009	-2042.9
6689.9	48	0	31063	17550	-1932.6
6673.7	49	0	19590	21355	-2558.6
6715.4	50	0	31172	17700	-2710.8
6705.8	51	0	22229	26292	-1658.1
6671.2	52	0	26892	22459	-2297.6
6708.2	53	0	30163	21748	-1525.9
6696.5	54	0	27217	22990	-2067.3
6702.7	55	0	29494	25011	-2460.1
6699.6	56	0	32815	24535	-2426.2
6673.6	57	0	24258	24239	-1584.8
6702.9	58	0	14480	22296	-3692.3
6692.7	59	0	33093	18415	-3914.2
6689.8	60	0	32560	20863	-2991.4
6672.8	61	0	21716	22395	-4154.4
6692.5	62	0	20041	20893	-3450.5
6677.3	63	0	10006	22963	-2895.5
6682	64	0	19380	26055	-3801.7
6684.3	65	0	30170	23678	-3628.2
6673.3	66	0	17942	25197	-3269.1
6674.4	67	0	9484.3	24878	-3272.8
6673.5	68	0	18950	26911	-4073
6702.5	69	0	20039	23434	-4625.9
6676.5	70	0	20811	27852	-3264.2
6671.6	71	0	21234	29006	-3713.2
6718.5	72	0	22085	30006	-2852.1
6671.2	73	0	21121	26865	-4117
6680.7	74	0	14180	28924	-4770.1
6673.3	75	0	20547	25681	-3619.2
6710.7	76	0	11082	27143	-4314.6
6691.1	77	0	17965	31032	-3448.4
6675.3	78	0	28888	27967	-3819.3
6671.1	79	0	7935	27296	-3260.5
6681	80	0	12649	28522	-3948.4
6692.6	81	0	9683.5	25921	-3510.3
6701.6	82	0	8196.3	29421	-3825.7
6705.8	83	0	13708	29031	-4384.9
6702.2	84	0	2240.8	29533	-4145
6693.1	85	0	2761.7	28198	-4523.2
6698.4	86	0	10269	27081	-3948.4
6699.4	87	0	-6600.5	29405	-4406.2
6678.2	88	0	4713.1	30554	-3631.4
6681.2	89	0	5801	27401	-5802.8
6704.3	90	0	-5315.8	28821	-4368.4
6690.9	91	0	-3574	27723	-4006.3
6693.2	92	0	-3133.1	30173	-6142
6713.7	93	0	5441.1	28919	-5227
6712.8	94	0	-6186.1	30998	-4389.8
6694.7	95	0	-17603	27419	-6155.3
6683	96	0	-14581	29507	-5067.9
6675	97	0	-10654	28354	-5928.6
6690.7	98	0	-12850	27239	-4640.3
6719.3	99	0	198.64	29675	-5686.3
6717.6	100	0	-5012.3	28731	-5091.2
6677.6	101	0	-20120	28028	-5943.4
6682.7	102	0	-15746	28927	-6349.7
6683.2	103	0	-16758	29721	-6416.1
6699.1	104	0	-36259	24362	-5432.1
6700.4	105	0	-24995	30464	-6555.5
6686.9	106	0	-23892	28308	-4753.5
6677.1	107	0	-18671	28951	-5013.5
6682.5	108	0	-18394	26535	-5825.6
6713.1	109	0	-27220	26381	-4870.4
6685.1	110	0	-18939	29187	-7212
6678.4	111	0	-27304	26894	-7428.7
6699.8	112	0	-19577	23888	-5783.5
6674.6	113	0	-43858	25074	-5400.1
6719.6	114	0	-36727	27004	-5336.6
6690.1	115	0	-30089	25333	-5832.8
6705.1	116	0	-36996	24478	-6856.3
6716.7	117	0	-31658	23499	-6589.9
6715.3	118	0	-36361	22431	-6597.8
6704.3	119	0	-34246	21275	-6251.1
6701.8	120	0	-26106	23322	-7143.6
6679.2	121	0	-41402	21740	-6463.5
6690.4	122	0	-43836	24556	-7787.1
6692.3	123	0	-29033	22280	-6990.4
6718.9	124	0	-32650	24589	-6769.9
6713.8	125	0	-41541	19981	-6131.4
