0	2.1551e-30
1	3.7811e-31
2	2.8776e-31
3	1.0407e-30
4	3.4442e-30
5	1.3819e-30
6	9.6955e-31
7	1.2555e-30
8	9.5636e-31
9	0.21448
10	0.35296
11	0.1884
12	1.659e-30
13	1.4005e-30
14	1.2672e-30
15	1.0339e-30
16	8.91e-31
17	1.0099e-30
18	0.15748
19	0.15923
20	0.21098
21	0.15499
22	0.14669
23	8.1981e-31
24	7.3521e-31
25	5.723e-31
26	8.209e-31
27	6.5238e-31
28	0.19124
29	0.19225
30	0.24252
31	0.1858
32	0.18101
33	5.3721e-31
34	7.3112e-31
35	6.4328e-31
36	5.9003e-31
37	7.242e-31
38	5.7996e-31
39	0.16058
40	0.32586
41	0.15697
42	7.1869e-31
43	4.1901e-31
44	4.2259e-31
45	3.2797e-31
46	3.2456e-31
47	2.5265e-31
48	2.9878e-31
49	2.5771e-31
50	1.7859e-31
51	1.8999e-31
52	2.0204e-31
53	1.7701e-31
54	1.9553e-31
55	2.2061e-31
56	2.3924e-31
57	2.2142e-31
58	1.8891e-31
59	2.2914e-31
60	2.2751e-31
61	2.3478e-31
62	2.5874e-31
63	3.3635e-31
64	3.7673e-31
65	3.2771e-31
66	3.106e-31
67	2.8939e-31
68	2.3892e-31
69	2.4622e-31
70	2.9868e-31
71	2.4578e-31
72	2.7683e-31
73	3.0327e-31
74	2.8335e-31
75	3.078e-31
76	3.5647e-31
77	2.7987e-31
78	2.8352e-31
79	2.5741e-31
80	2.2282e-31
81	1.5878e-31
82	1.1768e-31
83	7.8396e-32
84	1.2884e-31
85	1.5424e-31
86	1.4845e-31
87	1.6258e-31
88	1.697e-31
89	1.4999e-31
90	1.7638e-31
91	1.5764e-31
92	1.193e-31
93	1.2211e-31
94	1.4216e-31
95	1.8737e-31
96	1.7436e-31
97	1.7305e-31
98	1.474e-31
99	1.495e-31
100	1.1164e-31
