0,0.0032831
1,0.059941
2,0.25611
3,0.69008
4,1.4693
5,2.6974
6,4.4559
7,6.7852
8,9.6704
9,13.028
10,16.664
11,20.337
12,23.778
13,26.724
14,28.957
15,30.359
16,30.954
17,30.929
18,30.612
19,30.396
20,30.641
21,31.589
22,33.333
23,35.847
24,39.061
25,42.955
26,47.584
27,53.057
28,59.434
29,66.646
30,74.435
31,82.401
32,90.107
33,97.212
34,103.56
35,109.19
36,114.26
37,118.95
38,123.34
39,127.43
40,131.19
41,134.62
42,137.86
43,141.13
44,144.69
45,148.68
46,153.07
47,157.64
48,161.99
49,165.69
50,168.4
51,169.86
52,169.95
53,168.67
54,166.1
55,162.43
56,158.03
57,153.44
58,149.32
59,146.35
60,145.05
61,145.6
62,147.78
63,150.99
64,154.45
65,157.32
66,158.95
67,158.92
68,157.12
69,153.61
70,148.67
71,142.68
72,136.15
73,129.64
74,123.71
75,118.83
76,115.28
77,113.1
78,112.12
79,112.04
80,112.49
81,113.14
82,113.68
83,113.81
84,113.19
85,111.57
86,108.79
87,104.95
88,100.36
89,95.443
90,90.54
91,85.766
92,81.013
93,76.11
94,71.089
95,66.362
96,62.65
97,60.693
98,60.8
99,62.611
100,65.156
101,67.338
102,68.512
103,68.845
104,69.215
105,70.57
106,73.272
107,76.678
108,79.499
109,80.588
110,79.75
111,77.974
112,76.738
113,76.984
114,78.361
115,79.555
116,79.455
117,78.295
118,77.47
119,78.1
120,79.274
121,78.494
122,74.448
123,69.756
124,67.999
125,65.855
126,58.315
127,54.562
128,50.873
129,49.52
130,47.108
131,45.184
132,39.68
133,51.175
134,44.105
